u,v
17446621,87595338
17446621,96164737
17446621,500042487
17446621,62290422
17446621,252192024
17446621,50205873
17446621,15485441
17446621,27457788
17446621,53297035
17446621,105570240
17446621,1715051
17446621,17017636
17446621,12044602
17446621,61061751
17446621,407977463
17446621,16590125
17446621,37788181
17446621,79797834
17446621,40511475
17446621,251496825
17446621,262359713
17446621,228794007
17446621,14506253
17446621,30271564
17446621,44039298
17446621,89503894
17446621,24447643
17446621,14220046
17446621,28706024
12044602,14506253
12044602,14497313
12044602,53297035
12044602,13992132
12044602,26642006
12044602,62290422
12044602,19554706
12044602,50205873
12044602,19404587
12044602,16130403
12044602,23697509
12044602,19678610
12044602,105570240
12044602,19637934
12044602,121626258
12044602,31353077
12044602,13058232
12044602,19362341
12044602,7070482
12044602,24447643
12044602,50735431
12044602,24980246
12044602,12925072
12044602,12369372
12044602,16312576
12044602,23671862
12044602,14948334
12044602,19397785
12044602,20172395
12044602,7081402
12044602,15485441
12044602,14220046
12044602,27457788
12044602,14075928
12044602,27942809
12044602,15962096
12044602,20108560
12044602,48410093
12044602,17017636
12044602,28857253
12044602,96164737
12044602,807095
14506253,90420314
14506253,16130403
14506253,19637934
14506253,36686415
14506253,30309257
14506253,20221159
14506253,23680913
14506253,1715051
14506253,32498545
14506253,500042487
14506253,20196258
14506253,16312576
14506253,18671559
14506253,14220046
14506253,288452305
14506253,22677790
14506253,33051095
14506253,22851208
14506253,50205873
14506253,19678610
14506253,44039298
14506253,178456134
14506253,89503894
14506253,31353077
14506253,140233086
14506253,61061751
14506253,62589395
14506253,6539592
14506253,18713254
14506253,7070482
14506253,7081402
14506253,52551600
14506253,16590125
14506253,498182878
14506253,26658046
14506253,37788181
14506253,23671862
14506253,50735431
14506253,23697509
14506253,14824849
14506253,14022672
14506253,28223477
14506253,105570240
14506253,180509355
14506253,115485051
14506253,169686021
14506253,40511475
14506253,92367751
14506253,24980246
14506253,56481539
14506253,28857253
14506253,18742360
14506253,15485441
14506253,14075928
14506253,17220817
14506253,18266654
14506253,498213642
14506253,14497313
14506253,88328282
14506253,27942809
14506253,96164737
19637934,89503894
19637934,17501358
19637934,88328282
19637934,22677790
19637934,14075928
19637934,26658046
19637934,500042487
19637934,50735431
19637934,23680913
19637934,18266654
19637934,14022672
19637934,6539592
19637934,44039298
19637934,28223477
19637934,20196258
19637934,31353077
19637934,275197798
19637934,52551600
19637934,105570240
19637934,19678610
19637934,23671862
19637934,50374439
19637934,16312576
19637934,13274322
19637934,23779324
19637934,48410093
19637934,32498545
19637934,13992132
19637934,24447643
19637934,14497313
19637934,56481539
19637934,15962096
19637934,140233086
19637934,17220817
19637934,24807616
19637934,17017636
19637934,18742360
19637934,79797834
19637934,15485441
19637934,18671559
19637934,14824849
19637934,18713254
19637934,28857253
19637934,92717138
19637934,14220046
19637934,90420314
19637934,19397785
19637934,30309257
19637934,23697509
19637934,96164737
19637934,33051095
19637934,27942809
19637934,26642006
19637934,87595338
19637934,92367751
19637934,115485051
19637934,36686415
19637934,20108560
19637934,7081402
19637934,348225224
89503894,14220046
89503894,251496825
89503894,407977463
89503894,44039298
89503894,125481462
89503894,14824849
89503894,133093395
89503894,19678610
89503894,96164737
89503894,14075928
89503894,27942809
89503894,215060612
89503894,115485051
89503894,31353077
89503894,500042487
89503894,105570240
89503894,62290422
89503894,50374439
89503894,22677790
89503894,807095
89503894,24980246
89503894,92367751
89503894,1715051
89503894,19554706
89503894,205302299
89503894,20196258
89503894,26658046
89503894,16312576
89503894,36686415
89503894,169686021
89503894,7081402
89503894,18671559
89503894,56481539
28706024,23680913
28706024,14824849
28706024,20221159
28706024,17017636
28706024,14220046
28706024,23779324
28706024,23671862
28706024,25209206
28706024,16312576
28706024,20108560
28706024,26642006
28706024,500042487
28706024,288452305
28706024,22677790
28706024,28857253
28706024,19678610
28706024,92717138
28706024,33051095
28706024,52551600
28706024,20196258
28706024,50735431
28706024,36686415
28706024,92367751
28706024,88328282
28706024,115485051
28706024,807095
56481539,115485051
56481539,92367751
56481539,36686415
56481539,288452305
56481539,57034964
56481539,22677790
56481539,40511475
56481539,62290422
56481539,15485441
56481539,50735431
56481539,23737582
56481539,16312576
56481539,69491538
56481539,53297035
115485051,7081402
115485051,125481462
115485051,498182878
115485051,19362341
115485051,16284388
115485051,16130403
115485051,23697509
115485051,18742360
115485051,19404587
115485051,17220817
115485051,17501358
115485051,87595338
115485051,30309257
115485051,33051095
115485051,20196258
115485051,74033417
115485051,62589395
115485051,19678610
115485051,24807616
115485051,32498545
115485051,121626258
115485051,79797834
115485051,140233086
115485051,16312576
115485051,6539592
115485051,180509355
115485051,90420314
115485051,38536306
115485051,18713254
115485051,88328282
115485051,16986563
115485051,24940327
115485051,14497313
115485051,23680913
115485051,15485441
115485051,48410093
115485051,62290422
115485051,18266654
115485051,105570240
115485051,31353077
115485051,13058232
115485051,18671559
115485051,205302299
115485051,21798005
115485051,228794007
115485051,498184465
115485051,26642006
115485051,275197798
115485051,30271564
115485051,92367751
115485051,119161828
115485051,22677790
115485051,20108560
115485051,144003355
115485051,50374439
115485051,288452305
115485051,24447643
115485051,348225224
115485051,14824849
115485051,50735431
115485051,1715051
115485051,7070482
115485051,407977463
115485051,28857253
115485051,96164737
115485051,498213642
115485051,40511475
115485051,215060612
115485051,27942809
348225224,12369372
348225224,18713254
348225224,348785149
348225224,14075928
348225224,18671559
348225224,62290422
348225224,19397785
348225224,24807616
348225224,52551600
348225224,61061751
348225224,20108560
348225224,15485441
348225224,12925072
348225224,14824849
348225224,87595338
348225224,20196258
348225224,27942809
348225224,24447643
348225224,133093395
12369372,24807616
12369372,215060612
12369372,16312576
12369372,116804871
12369372,23697509
12369372,178456134
12369372,28223477
12369372,27942809
12369372,498306782
12369372,22677790
12369372,16130403
12369372,689423
12369372,19362341
12369372,54964162
12369372,19678610
12369372,81236738
12369372,13992132
19554706,121626258
19554706,48410093
19554706,54964162
19554706,23697509
19554706,13058232
19554706,53297035
19554706,7081402
19554706,26658046
19554706,19678610
19554706,27942809
19554706,23671862
19554706,498306782
19554706,28857253
19554706,15962096
19554706,19362341
19554706,13992132
19554706,33051095
19554706,62290422
19554706,28223477
19554706,205302299
19554706,24940327
19554706,15485441
19554706,14497313
19554706,50735431
19554706,105570240
19554706,7070482
19554706,17220817
19554706,92367751
19554706,19404587
19554706,92717138
19554706,23779324
19554706,19397785
19554706,20108560
19554706,16312576
19554706,1715051
121626258,105570240
121626258,7081402
121626258,178456134
121626258,19362341
121626258,24980246
121626258,50374439
121626258,16312576
121626258,30271564
121626258,23697509
121626258,288452305
121626258,20221159
121626258,22677790
121626258,18671559
121626258,50735431
121626258,14824849
121626258,123015364
121626258,48410093
17501358,32498545
17501358,50374439
17501358,288452305
17501358,18713254
17501358,20196258
17501358,252192024
17501358,23697509
17501358,140233086
17501358,24980246
17501358,6539592
17501358,7081402
17501358,78767466
17501358,62589395
17501358,18742360
17501358,14824849
22677790,92367751
22677790,18742360
22677790,18950402
22677790,20221159
22677790,24980246
22677790,13992132
22677790,20108560
22677790,31353077
22677790,16312576
22677790,14497313
22677790,18671559
22677790,17220817
22677790,19404587
22677790,26642006
22677790,50735431
22677790,50374439
22677790,19678610
22677790,44312605
22677790,32498545
22677790,33051095
22677790,37788181
22677790,79797834
22677790,23680913
22677790,96164737
22677790,23697509
22677790,125481462
22677790,215060612
22677790,14824849
22677790,54964162
22677790,180509355
22677790,7081402
22677790,7070482
22677790,27942809
22677790,26658046
22677790,1715051
22677790,61061751
22677790,15485441
22677790,498184465
22677790,30309257
22677790,48410093
22677790,407977463
22677790,18713254
22677790,28857253
22677790,24447643
22677790,16130403
22677790,25209206
22677790,14075928
18742360,79797834
18742360,18950402
18742360,19397785
18742360,141303634
18742360,14497313
18742360,16986563
18742360,24807616
18742360,498184465
18742360,27942809
18742360,178456134
18742360,30309257
18742360,25209206
18742360,133880286
18742360,62290422
18742360,14220046
18742360,16312576
18742360,23697509
18742360,498306782
18742360,48410093
18742360,14075928
18742360,96164737
18742360,19678610
18742360,17220817
18742360,62589395
18742360,32498545
18742360,133064408
18742360,689423
18742360,14022672
18742360,90420314
18742360,16130403
18742360,13992132
18742360,498189324
79797834,178456134
79797834,13992132
79797834,33051095
79797834,498182878
79797834,23680913
79797834,96164737
79797834,26642006
79797834,28223477
79797834,16130403
79797834,215060612
79797834,14220046
79797834,92367751
79797834,12925072
79797834,50735431
79797834,25209206
79797834,17017636
79797834,498306782
79797834,17220817
79797834,16986563
79797834,54964162
79797834,689423
79797834,48410093
79797834,16312576
79797834,19678610
79797834,7081402
79797834,13058232
79797834,15962096
79797834,27942809
79797834,498189324
79797834,275197798
79797834,19362341
79797834,30309257
79797834,13274322
79797834,28857253
79797834,18671559
79797834,20108560
7081402,252192024
7081402,128956175
7081402,26658046
7081402,14497313
7081402,180509355
7081402,18671559
7081402,275197798
7081402,407977463
7081402,20108560
7081402,92717138
7081402,191229716
7081402,27942809
7081402,144003355
7081402,20172395
7081402,498184465
7081402,23779324
7081402,31353077
7081402,50735431
7081402,133093395
7081402,78767466
7081402,12925072
7081402,24807616
7081402,57034964
7081402,16312576
7081402,17017636
7081402,18713254
7081402,48410093
7081402,215060612
7081402,140233086
7081402,27457788
7081402,33051095
7081402,6539592
7081402,36686415
7081402,32498545
7081402,1715051
7081402,44039298
7081402,15962096
7081402,90420314
7081402,65184105
7081402,500042487
7081402,288452305
7081402,14220046
7081402,26642006
7081402,14075928
7081402,61061751
7081402,50374439
7081402,262359713
7081402,81236738
7081402,19397785
7081402,15485441
7081402,19404587
7081402,125481462
252192024,16312576
252192024,180509355
252192024,27942809
252192024,19678610
252192024,26642006
252192024,23697509
252192024,18671559
252192024,105570240
252192024,200163448
252192024,25209206
252192024,92367751
252192024,14824849
252192024,81236738
252192024,32498545
252192024,14220046
252192024,1715051
252192024,13992132
252192024,18713254
252192024,50735431
140233086,133880286
140233086,44039298
140233086,125481462
140233086,33051095
140233086,1715051
140233086,24980246
140233086,14497313
140233086,50374439
140233086,15485441
140233086,15962096
140233086,31353077
140233086,16312576
140233086,14220046
140233086,180509355
140233086,87595338
140233086,61061751
140233086,52551600
133880286,28857253
133880286,348785149
133880286,18950402
133880286,18671559
133880286,19678610
133880286,62290422
133880286,50205873
133880286,19362341
133880286,92367751
133880286,14220046
133880286,15485441
133880286,48410093
133880286,30309257
133880286,13058232
133880286,24807616
133880286,50735431
133880286,33051095
133880286,200163448
133880286,105570240
133880286,807095
133880286,178456134
133880286,12925072
133880286,27942809
133880286,16312576
14220046,20108560
14220046,17220817
14220046,191229716
14220046,1715051
14220046,23737582
14220046,18671559
14220046,14824849
14220046,20196258
14220046,14497313
14220046,27942809
14220046,169686021
14220046,13058232
14220046,19397785
14220046,92367751
14220046,16312576
14220046,23680913
14220046,19678610
14220046,18713254
14220046,50374439
14220046,26642006
14220046,28223477
14220046,15962096
14220046,53297035
14220046,61061751
14220046,200163448
14220046,50205873
14220046,25209206
14220046,24980246
14220046,26658046
14220046,30271564
14220046,62290422
14220046,407977463
14220046,38536306
14220046,44039298
14220046,31353077
14220046,52551600
14220046,275197798
14220046,23697509
14220046,17017636
14220046,50735431
14220046,12925072
14220046,15485441
14220046,178456134
26642006,16312576
26642006,6539592
26642006,19362341
26642006,36686415
26642006,31353077
26642006,17220817
26642006,44039298
26642006,33051095
26642006,14497313
26642006,125481462
26642006,113425681
26642006,88328282
26642006,24447643
26642006,28857253
26642006,20108560
26642006,23697509
26642006,17017636
26642006,24940327
26642006,92367751
26642006,1715051
26642006,407977463
26642006,50735431
26642006,15485441
26642006,19678610
26642006,144003355
26642006,105570240
26642006,61061751
26642006,14824849
26642006,251496825
26642006,48410093
26642006,32498545
26642006,27942809
26642006,133093395
26642006,7070482
26642006,13058232
26642006,15962096
26642006,228794007
16312576,180509355
16312576,74033417
16312576,24807616
16312576,169686021
16312576,275197798
16312576,19678610
16312576,407977463
16312576,251496825
16312576,62589395
16312576,25209206
16312576,36686415
16312576,53297035
16312576,27457788
16312576,44312605
16312576,498306782
16312576,133093395
16312576,16986563
16312576,92717138
16312576,48410093
16312576,125481462
16312576,24980246
16312576,498184465
16312576,40511475
16312576,31353077
16312576,23737582
16312576,38536306
16312576,69491538
16312576,78767466
16312576,20196258
16312576,61061751
16312576,23779324
16312576,17017636
16312576,18713254
16312576,37788181
16312576,32498545
16312576,15962096
16312576,14824849
16312576,14022672
16312576,65184105
16312576,28857253
16312576,288452305
16312576,90420314
16312576,24447643
16312576,20221159
16312576,30271564
16312576,19404587
16312576,215060612
16312576,23680913
16312576,1715051
16312576,50205873
16312576,62290422
16312576,178456134
16312576,96164737
16312576,50374439
16312576,87595338
16312576,57034964
16312576,16130403
16312576,44039298
16312576,237930644
16312576,807095
16312576,54964162
16312576,200163448
16312576,20108560
16312576,23697509
16312576,20793816
16312576,19397785
16312576,14075928
16312576,17220817
16312576,14497313
16312576,6539592
16312576,191229716
16312576,155823836
16312576,128956175
16312576,18671559
16312576,27942809
16312576,50735431
16312576,15485441
16312576,141303634
16312576,7070482
61061751,15962096
61061751,27942809
61061751,37788181
61061751,92367751
61061751,50735431
61061751,19678610
61061751,178456134
61061751,18671559
61061751,96164737
61061751,498306782
61061751,348785149
61061751,133093395
61061751,498182878
61061751,33051095
61061751,407977463
61061751,20108560
61061751,20172395
61061751,215060612
61061751,62290422
61061751,25209206
61061751,26658046
61061751,1715051
61061751,105570240
15962096,20108560
15962096,54964162
15962096,19404587
15962096,16986563
15962096,25209206
15962096,215060612
15962096,23779324
15962096,33051095
15962096,27942809
15962096,19678610
15962096,23671862
15962096,50205873
15962096,1715051
15962096,16130403
15962096,6539592
15962096,105570240
15962096,200163448
15962096,28223477
15962096,50735431
15962096,17220817
15962096,178456134
15962096,498182878
15962096,13992132
15962096,21798005
15962096,24807616
15962096,24447643
15962096,92367751
15962096,74033417
15962096,42343110
15962096,18671559
15962096,62290422
15962096,18713254
27942809,17017636
27942809,44039298
27942809,18713254
27942809,14075928
27942809,128956175
27942809,28223477
27942809,32498545
27942809,16130403
27942809,54964162
27942809,169686021
27942809,92367751
27942809,20108560
27942809,133064408
27942809,50374439
27942809,178456134
27942809,38536306
27942809,105570240
27942809,25209206
27942809,36686415
27942809,14022672
27942809,15485441
27942809,53297035
27942809,24980246
27942809,24807616
27942809,113425681
27942809,81236738
27942809,13992132
27942809,807095
27942809,20196258
27942809,251496825
27942809,18671559
27942809,215060612
27942809,37788181
27942809,90420314
27942809,62290422
27942809,28857253
27942809,27457788
27942809,6539592
27942809,52551600
27942809,13058232
27942809,31353077
27942809,26658046
27942809,24447643
27942809,16986563
27942809,19678610
27942809,133093395
27942809,14824849
27942809,20221159
27942809,23680913
27942809,125481462
92367751,50735431
92367751,205302299
92367751,50374439
92367751,36686415
92367751,37788181
92367751,19362341
92367751,15485441
92367751,18671559
92367751,14824849
92367751,288452305
92367751,407977463
92367751,24807616
92367751,237930644
92367751,105570240
92367751,19678610
92367751,44039298
92367751,54964162
92367751,169686021
92367751,23779324
92367751,20196258
92367751,48410093
92367751,7070482
92367751,52551600
92367751,251496825
92367751,133093395
92367751,1715051
92367751,807095
92367751,62290422
92367751,24980246
92367751,33051095
92367751,191229716
92367751,53297035
92367751,20221159
92367751,19397785
92367751,20108560
28857253,105570240
28857253,23779324
28857253,90420314
28857253,31353077
28857253,200163448
28857253,50735431
28857253,141303634
28857253,50374439
28857253,23680913
28857253,24447643
28857253,288452305
28857253,178456134
28857253,44039298
28857253,20108560
28857253,48410093
28857253,69491538
28857253,27457788
28857253,128956175
28857253,17017636
28857253,52551600
105570240,18713254
105570240,44039298
105570240,18671559
105570240,42343110
105570240,113425681
105570240,33051095
105570240,53297035
105570240,30271564
105570240,19362341
105570240,1715051
105570240,15485441
105570240,12925072
105570240,191229716
105570240,14497313
105570240,24447643
105570240,275197798
105570240,27457788
105570240,807095
105570240,169686021
105570240,14824849
105570240,6539592
105570240,31353077
105570240,19397785
105570240,37788181
105570240,288452305
105570240,50735431
105570240,20221159
105570240,24980246
105570240,20196258
105570240,36686415
105570240,26658046
105570240,155823836
105570240,348785149
105570240,14075928
105570240,52551600
105570240,23680913
105570240,78767466
105570240,13058232
105570240,38536306
105570240,90420314
105570240,50374439
105570240,48410093
105570240,18266654
105570240,128956175
105570240,17220817
105570240,407977463
16130403,52551600
16130403,275197798
16130403,19678610
16130403,44039298
16130403,498182878
16130403,62290422
16130403,18713254
16130403,20108560
16130403,498189324
16130403,24807616
16130403,96164737
16130403,498184465
16130403,81236738
16130403,50374439
16130403,18671559
16130403,14497313
16130403,14075928
16130403,24980246
16130403,178456134
16130403,18950402
16130403,13992132
16130403,54964162
52551600,50205873
52551600,407977463
52551600,155823836
52551600,17220817
52551600,62290422
52551600,50735431
52551600,14824849
52551600,30309257
52551600,48410093
52551600,180509355
52551600,25209206
52551600,18671559
52551600,33051095
52551600,15485441
52551600,19678610
52551600,119161828
52551600,20108560
52551600,30271564
52551600,18713254
52551600,23697509
52551600,19362341
128956175,21798005
128956175,87595338
128956175,20108560
128956175,119161828
128956175,18713254
128956175,19678610
128956175,15485441
128956175,144003355
128956175,50735431
128956175,31353077
128956175,25209206
128956175,48410093
128956175,62290422
128956175,17220817
128956175,18671559
128956175,33051095
21798005,288452305
21798005,17017636
21798005,228794007
180509355,24980246
180509355,18713254
180509355,33051095
180509355,31353077
180509355,1715051
180509355,15485441
44039298,191229716
44039298,14075928
44039298,288452305
44039298,275197798
44039298,14824849
44039298,144003355
44039298,26658046
44039298,6539592
44039298,16590125
44039298,18713254
44039298,38536306
44039298,215060612
44039298,32498545
44039298,62290422
44039298,50735431
44039298,20196258
44039298,155823836
44039298,24447643
44039298,50374439
44039298,48410093
44039298,17220817
44039298,14497313
44039298,205302299
44039298,169686021
44039298,62589395
44039298,15485441
44039298,18671559
44039298,33051095
44039298,119161828
44039298,807095
44039298,19678610
44039298,78767466
191229716,96164737
191229716,23779324
191229716,18950402
191229716,348785149
191229716,53297035
191229716,17017636
191229716,15485441
191229716,31353077
191229716,62290422
191229716,275197798
191229716,1715051
191229716,14824849
191229716,19678610
191229716,14497313
191229716,288452305
191229716,87595338
191229716,18671559
191229716,20196258
20108560,24980246
20108560,30271564
20108560,19678610
20108560,62290422
20108560,23697509
20108560,24807616
20108560,30309257
20108560,96164737
20108560,36686415
20108560,23680913
20108560,28223477
20108560,18950402
20108560,17017636
20108560,33051095
20108560,18671559
20108560,19362341
20108560,228794007
20108560,37788181
20108560,14075928
20108560,38536306
20108560,15485441
20108560,20196258
20108560,42343110
20108560,178456134
20108560,17220817
20108560,25209206
20108560,18713254
20108560,807095
20108560,20221159
20108560,498189324
20108560,48410093
20108560,19397785
20108560,21816247
20108560,215060612
20108560,27457788
20108560,14824849
20108560,53297035
20108560,7070482
20108560,90420314
20108560,14497313
20108560,50374439
20108560,133093395
20108560,24447643
20108560,31353077
24980246,40511475
24980246,15485441
24980246,23697509
24980246,1715051
24980246,32498545
24980246,238268257
24980246,48410093
24980246,155823836
24980246,23671862
24980246,33051095
24980246,689423
24980246,18671559
24980246,498306782
24980246,96164737
24980246,14022672
24980246,27457788
24980246,54964162
24980246,13992132
24980246,19678610
24980246,498184465
24980246,6539592
24980246,50735431
24980246,17220817
24980246,228794007
24980246,25209206
17220817,24807616
17220817,40511475
17220817,16590125
17220817,19397785
17220817,23680913
17220817,90420314
17220817,50374439
17220817,69491538
17220817,25209206
17220817,20793816
17220817,74033417
17220817,62589395
17220817,14497313
17220817,30309257
17220817,14075928
17220817,31353077
17220817,18950402
17220817,96164737
17220817,30271564
17220817,62290422
17220817,26658046
17220817,14824849
17220817,48410093
17220817,19678610
17220817,87595338
17220817,53297035
17220817,15485441
62589395,498193115
62589395,498251722
62589395,96164737
62589395,31353077
62589395,498213642
62589395,133064408
62589395,498189324
62589395,32498545
62589395,81236738
62589395,498184465
62589395,18950402
62589395,498306782
62589395,54964162
62589395,90420314
62589395,498182878
62589395,25209206
62589395,227347152
62589395,23697509
62589395,238268257
62589395,689423
62589395,15485441
62589395,65184105
62589395,14075928
62589395,50735431
62589395,14022672
498193115,498182878
498193115,498306782
498193115,498184465
498193115,96164737
498193115,498213642
498193115,498189324
19397785,15485441
19397785,23697509
19397785,19678610
19397785,92717138
19397785,14497313
19397785,50374439
19397785,26658046
19397785,50735431
19397785,23671862
19397785,200163448
19397785,48410093
19397785,14022672
19397785,25209206
19397785,13058232
19397785,205302299
19397785,19362341
19397785,33051095
15485441,14075928
15485441,19678610
15485441,36686415
15485441,19404587
15485441,33051095
15485441,38536306
15485441,28223477
15485441,13058232
15485441,14824849
15485441,92717138
15485441,24940327
15485441,23680913
15485441,17017636
15485441,19362341
15485441,144003355
15485441,275197798
