u,v
30007505,1183041
30007505,16068360
30007505,103131379
30007505,15187067
30007505,9709902
30007505,15577830
30007505,63010830
30007505,20106479
30007505,11991892
30007505,127547078
30007505,58158888
30007505,18701960
30007505,15578561
30007505,27403903
30007505,17013763
30007505,3991341
30007505,12263132
30007505,114636253
30007505,19576151
30007505,14574672
30007505,60003995
30007505,42690407
30007505,16371487
30007505,74796174
30007505,5553152
30007505,16352313
30007505,18794066
30007505,11625912
30007505,30316055
30007505,14680498
30007505,17787399
30007505,49101109
30007505,18794888
30007505,23493152
30007505,21341573
30007505,24739574
30007505,25133745
30007505,15706062
30007505,33080180
30007505,20101482
30007505,20091323
30007505,17300093
30007505,20108996
30007505,22897766
30007505,15186890
30007505,3971891
30007505,26046300
30007505,26441941
30007505,31353077
30007505,7861312
30007505,14237677
30007505,2086511
30007505,28743809
30007505,16129121
30007505,18396537
30007505,22325597
30007505,53821910
30007505,28945516
30007505,14631169
30007505,16358736
30007505,1699641
30007505,18713314
30007505,15099871
30007505,21405732
30007505,18713254
30007505,175624200
30007505,23407381
30007505,21505046
30007505,30072713
30007505,692513
50393960,279573338
50393960,10779412
50393960,20264425
50393960,19597106
50393960,27403903
50393960,15187067
50393960,18625349
50393960,161801527
50393960,128956175
50393960,11991892
50393960,63010830
50393960,32805127
50393960,18713759
50393960,28755851
50393960,18794888
50393960,28945516
50393960,151398803
50393960,14574672
287582305,138564626
287582305,15698746
287582305,2895661
287582305,3991341
287582305,3971891
287582305,15914915
287582305,14431630
138564626,23310922
138564626,15914915
138564626,2895661
138564626,3991341
138564626,3971891
20091323,12771872
20091323,14575292
20091323,16352313
20091323,18705330
20091323,14631169
20091323,15186890
20091323,15314430
20091323,20101482
20091323,63010830
20091323,28945516
20091323,19597106
20091323,40893066
20091323,21405732
20091323,27403903
20091323,103131379
20091323,19576151
20091323,15578561
20091323,10940912
20091323,58158888
20091323,14103991
20091323,20264425
20091323,18729482
20091323,14237677
20091323,28947498
20091323,154446350
20091323,668793
20091323,33080180
20091323,16068360
20091323,10779412
20091323,15706062
20091323,17300093
20091323,18794888
20091323,19360730
20091323,74796174
20091323,24739574
20091323,11991892
20091323,16358736
20091323,18794066
20091323,11625912
20091323,114636253
20091323,66183198
20091323,16371487
20091323,127547078
20091323,15187067
20091323,16371223
20091323,42690407
20091323,20106479
20091323,1699641
20091323,5553152
12771872,16371487
12771872,20101482
12771872,15314430
12771872,20106479
12771872,15186890
12771872,11991892
12771872,21341573
12771872,19597106
12771872,71333777
12771872,279573338
12771872,65505759
12771872,18701960
12771872,154446350
12771872,10940912
12771872,103131379
12771872,16068360
12771872,11625912
12771872,10779412
12771872,17787399
12771872,19576151
12771872,692513
12771872,18625349
12771872,18729482
12771872,16358736
12771872,23493152
12771872,40094966
12771872,9709902
12771872,30072713
12771872,24739574
12771872,127547078
12771872,42706449
12771872,5553152
12771872,12263132
12771872,20264425
12771872,66183198
12771872,3991341
12771872,32805127
12771872,16352313
12771872,60003995
12771872,18794066
12771872,25133745
12771872,156749605
12771872,19059433
12771872,14575292
12771872,14574672
12771872,15578561
12771872,114636253
12771872,33080180
12771872,23645599
12771872,28947498
12771872,18794888
12771872,15577830
12771872,18713759
12771872,30316055
12771872,17300093
12771872,20108996
12771872,45862504
12771872,63010830
12771872,15187067
12771872,18705330
12771872,15706062
12771872,42690407
12771872,40893066
12771872,18396537
12771872,58158888
12771872,23776156
12771872,28945516
12771872,14103991
12771872,14631169
12771872,23407381
12771872,16371223
12771872,28583255
12771872,27403903
12771872,74796174
12771872,668793
12771872,1699641
12771872,31353077
19740462,14468028
19740462,16388078
19740462,14431630
19740462,15698746
19740462,3991341
19740462,3971891
19740462,15578561
19740462,24447643
19740462,12626522
19740462,2895661
19740462,15914915
19740462,18713254
19740462,76585950
14468028,16388078
14468028,3991341
14468028,15914915
14468028,2895661
38090893,18713254
38090893,113696592
38090893,18449101
38090893,300916268
38090893,28755851
18713254,11625912
18713254,31353077
18713254,71333777
18713254,114636253
18713254,9103242
18713254,15187067
18713254,17300093
18713254,24636449
18713254,16755150
18713254,1183041
18713254,11991892
18713254,196540885
18713254,7861312
18713254,10779412
18713254,28755851
18713254,24739574
18713254,128956175
18713254,18449101
18713254,18713314
18713254,30316055
18713254,19597106
18713254,33080180
18713254,65505759
18713254,24447643
18713254,15914915
18713254,151398803
18713254,18625349
18713254,170214589
18713254,22897766
18713254,3991341
18713254,692513
18713254,18794888
18713254,76707299
18713254,16352313
18713254,28945516
18713254,161237975
18713254,12263132
18713254,93146357
18713254,19576151
18713254,22325597
18713254,2895661
19059433,73035556
19059433,31353077
19059433,18794066
19059433,18788831
19059433,1183041
19059433,2895661
19059433,128956175
19059433,15914915
19059433,76585950
19059433,15697207
19059433,3971891
19059433,32805127
19059433,14431630
19059433,12626522
19059433,15578561
19059433,3991341
19059433,15698746
19059433,460045442
19059433,28947498
19059433,20101482
73035556,3971891
73035556,175624200
73035556,3991341
73035556,2895661
73035556,15914915
73035556,15698746
113696592,23645599
113696592,45862504
113696592,21278996
113696592,18396537
113696592,263352652
113696592,11991892
113696592,76774950
113696592,114636253
113696592,74796174
113696592,7861312
18788831,7861312
18788831,74796174
18788831,20101482
18788831,114636253
18788831,33080180
18788831,19597106
18788831,15578561
18788831,17300093
18788831,3991341
18788831,15698746
18788831,19360730
18788831,28947498
18788831,154446350
18788831,16371487
18788831,11991892
18788831,15706062
18788831,27403903
7861312,42706449
7861312,161237975
7861312,18705330
7861312,14575292
7861312,18499738
7861312,14631169
7861312,2086511
7861312,28945516
7861312,22897766
7861312,17787399
7861312,63010830
7861312,18794888
7861312,102903198
7861312,14103991
7861312,19597106
7861312,11625912
7861312,45862504
7861312,20264425
7861312,18625349
7861312,21339114
7861312,15187067
7861312,22325597
7861312,65505759
7861312,14574672
7861312,10940912
7861312,154446350
7861312,17013763
7861312,21278996
7861312,10779412
7861312,31353077
7861312,71333777
7861312,18729482
7861312,93146357
7861312,32805127
7861312,1183041
7861312,21158690
7861312,30316055
7861312,66183198
7861312,44663985
7861312,40893066
7861312,19576151
7861312,16371487
7861312,11991892
7861312,145503679
7861312,14289331
7861312,24739574
32805127,16371223
32805127,63010830
32805127,28945516
32805127,58158888
32805127,18729482
32805127,42690407
32805127,114636253
32805127,27403903
32805127,16068360
32805127,175624200
32805127,692513
32805127,10779412
32805127,154446350
32805127,668793
32805127,18396537
32805127,40094966
32805127,15187067
32805127,19597106
32805127,20108996
32805127,16371487
32805127,12263132
32805127,19576151
32805127,15578561
32805127,21453865
32805127,30072713
32805127,279573338
32805127,71333777
32805127,66183198
32805127,17787399
32805127,18701960
32805127,20101482
32805127,1183041
32805127,24739574
32805127,15914915
32805127,103131379
32805127,16358736
32805127,33080180
32805127,21405732
32805127,19360730
32805127,18713759
32805127,11991892
32805127,45862504
32805127,17300093
32805127,31353077
32805127,18794888
32805127,10940912
32805127,15398649
32805127,26441941
32805127,1699641
32805127,18794066
32805127,49101109
16371223,14574672
16371223,9709902
16371223,14575292
16371223,20101482
16371223,10779412
16371223,19597106
16371223,63010830
16371223,11991892
16371223,16371487
16371223,18729482
16371223,20106479
16371223,692513
16371223,18705330
16371223,16352313
16371223,18794888
16371223,19585920
16371223,15706062
16371223,1699641
16371223,28945516
16371223,169032978
16371223,19360730
16371223,15099871
16371223,19576151
16371223,18625349
16371223,74796174
16371223,42690407
16371223,71333777
16371223,18396537
16371223,17987196
16371223,21123687
16371223,23645599
16371223,154446350
16371223,45862504
16371223,21453865
16371223,668793
16371223,17787399
16371223,127547078
16371223,28947498
16371223,18794066
16371223,18713759
16371223,15398649
16371223,114636253
16371223,21341573
16371223,11625912
16371223,16358736
16371223,14680498
16371223,15187067
16371223,33080180
16371223,10940912
16371223,12263132
16371223,103131379
16371223,16068360
16371223,175624200
16371223,15578561
16371223,18701960
16371223,20108996
16371223,53821910
16371223,27403903
100863943,44663985
100863943,31353077
100863943,24447643
44663985,64501379
44663985,31353077
19576151,28947498
19576151,42706449
19576151,15314430
19576151,18701960
19576151,175624200
19576151,14680498
19576151,74796174
19576151,15698746
19576151,20264425
19576151,103131379
19576151,11991892
19576151,15706062
19576151,16352313
19576151,33080180
19576151,15189524
19576151,63010830
19576151,5553152
19576151,114636253
19576151,18625349
19576151,16358736
19576151,18396537
19576151,17987196
19576151,19585920
19576151,127547078
19576151,692513
19576151,16068360
19576151,24739574
19576151,10940912
19576151,20101482
19576151,12263132
19576151,18794888
19576151,27403903
19576151,18729482
19576151,15578561
19576151,19597106
19576151,15398649
19576151,20106479
19576151,16371487
19576151,18705330
19576151,11625912
19576151,23493152
19576151,65505759
19576151,19360730
19576151,15186890
19576151,21123687
19576151,30316055
19576151,14575292
19576151,1183041
19576151,668793
19576151,18794066
19576151,15187067
19576151,14631169
19576151,28945516
19576151,154446350
19576151,1699641
19576151,42690407
19576151,15099871
28947498,103131379
28947498,19597106
28947498,156749605
28947498,21341573
28947498,19360730
28947498,20264425
28947498,9709902
28947498,28583255
28947498,17300093
28947498,27403903
28947498,12263132
28947498,63010830
28947498,20101482
28947498,74796174
28947498,11625912
28947498,14103991
28947498,114636253
28947498,10779412
28947498,16358736
28947498,15577830
28947498,65505759
28947498,5553152
28947498,16371487
28947498,14631169
28947498,18794888
28947498,15186890
28947498,127547078
28947498,154446350
28947498,10940912
28947498,668793
28947498,15578561
28947498,18705330
28947498,33080180
28947498,3991341
28947498,40893066
28947498,11991892
28947498,18729482
28947498,14575292
30316055,33080180
30316055,18794066
30316055,31353077
30316055,11991892
30316055,18794888
30316055,27403903
30316055,23407381
30316055,66183198
30316055,10779412
30316055,114636253
30316055,20101482
30316055,19597106
30316055,18729482
30316055,127547078
30316055,16358736
30316055,15314430
30316055,74796174
30316055,103131379
30316055,17787399
30316055,14574672
30316055,24447643
33080180,11991892
33080180,279573338
33080180,22897766
33080180,18396537
33080180,16371487
33080180,40094966
33080180,103131379
33080180,18794888
33080180,17987196
33080180,15186890
33080180,18713759
33080180,28743809
33080180,20264425
33080180,15578561
33080180,14103991
33080180,10940912
33080180,65505759
33080180,20108996
33080180,16068360
33080180,15706062
33080180,18705330
33080180,34956340
33080180,169032978
33080180,21123687
33080180,12263132
33080180,71333777
33080180,16358736
33080180,15314430
33080180,20106479
33080180,17300093
33080180,15577830
33080180,15914915
33080180,3971891
33080180,18701960
33080180,42690407
33080180,5553152
33080180,1699641
33080180,26046300
33080180,21453865
33080180,10779412
33080180,20101482
33080180,19585920
33080180,21505046
33080180,19360730
33080180,58158888
33080180,16405179
33080180,14574672
33080180,23776156
33080180,16129121
33080180,15698746
33080180,15187067
33080180,16352313
33080180,18729482
33080180,74796174
33080180,23407381
33080180,26441941
33080180,25133745
33080180,15099871
33080180,668793
33080180,14680498
33080180,53821910
33080180,9709902
33080180,63010830
33080180,18794066
33080180,40893066
33080180,27403903
33080180,3991341
33080180,18625349
33080180,19597106
33080180,14631169
33080180,21341573
33080180,14575292
33080180,49101109
33080180,17787399
33080180,114636253
33080180,22325597
33080180,14237677
33080180,21405732
33080180,60003995
33080180,66183198
33080180,127547078
33080180,24739574
33080180,28945516
16371487,10940912
16371487,19360730
16371487,11991892
16371487,31353077
16371487,21341573
16371487,17787399
16371487,63010830
16371487,26441941
16371487,103131379
16371487,18396537
16371487,19597106
16371487,23407381
16371487,53821910
16371487,15189524
16371487,15706062
16371487,18705330
16371487,5553152
16371487,25133745
16371487,74796174
16371487,114636253
16371487,17987196
16371487,28743809
16371487,21405732
16371487,14237677
16371487,24739574
16371487,18625349
16371487,22897766
16371487,18713759
16371487,20101482
16371487,10779412
16371487,42690407
16371487,15314430
16371487,14575292
16371487,15398649
16371487,26046300
16371487,23493152
16371487,16358736
16371487,18729482
16371487,58158888
16371487,15099871
16371487,692513
16371487,15578561
16371487,1699641
16371487,14631169
16371487,21123687
16371487,21453865
16371487,17300093
16371487,11625912
16371487,71333777
16371487,28945516
16371487,127547078
16371487,14103991
16371487,668793
16371487,20108996
16371487,30072713
16371487,18794066
16371487,18794888
16371487,18701960
16371487,1183041
16371487,12263132
16371487,19585920
16371487,16068360
16371487,15186890
16371487,20106479
16371487,21505046
16371487,14680498
66183198,18396537
66183198,49101109
66183198,18705330
66183198,53821910
66183198,18794066
66183198,28743809
66183198,63010830
66183198,18713759
66183198,14575292
66183198,16068360
66183198,16358736
66183198,114636253
66183198,20106479
66183198,31353077
66183198,20101482
66183198,103131379
66183198,18794888
66183198,23493152
66183198,127547078
66183198,74796174
66183198,15398649
66183198,21505046
66183198,19360730
66183198,23407381
66183198,175624200
66183198,11991892
66183198,18701960
66183198,14631169
66183198,25133745
66183198,17300093
66183198,19585920
66183198,17987196
66183198,10940912
66183198,21123687
66183198,21405732
18396537,20106479
18396537,279573338
18396537,24739574
18396537,40893066
18396537,10940912
18396537,20108996
18396537,18713759
18396537,127547078
18396537,14575292
18396537,63010830
18396537,42690407
18396537,175624200
18396537,16358736
18396537,114636253
18396537,18794888
18396537,45862504
18396537,18729482
18396537,27403903
18396537,263352652
18396537,23645599
18396537,9709902
18396537,15187067
18396537,14631169
18396537,20101482
18396537,11625912
18396537,18701960
18396537,16352313
18396537,14103991
18396537,692513
18396537,23493152
18396537,76774950
18396537,18794066
18396537,19597106
18396537,15706062
18396537,21278996
18396537,12263132
18396537,28945516
18396537,14574672
18396537,14237677
18396537,25133745
18396537,17300093
18396537,19360730
18396537,11991892
18396537,10779412
18396537,18705330
18396537,1699641
10940912,15186890
10940912,175624200
10940912,16358736
10940912,14631169
10940912,15398649
10940912,42690407
10940912,103131379
10940912,18794888
10940912,12263132
10940912,20264425
10940912,21123687
10940912,114636253
10940912,49101109
10940912,18701960
10940912,15314430
10940912,20101482
10940912,16352313
10940912,15578561
10940912,20106479
10940912,5553152
10940912,1699641
10940912,10779412
10940912,27403903
10940912,169032978
10940912,11991892
10940912,127547078
10940912,16068360
10940912,65505759
10940912,15187067
10940912,23776156
10940912,668793
10940912,14575292
10940912,19597106
10940912,40893066
10940912,17300093
10940912,30072713
10940912,63010830
10940912,18729482
10940912,18713759
10940912,154446350
10940912,18705330
10940912,31353077
19597106,16352313
19597106,128956175
19597106,18729482
19597106,103131379
19597106,5553152
19597106,127547078
19597106,11991892
19597106,18794888
19597106,14237677
19597106,15186890
19597106,14680498
19597106,49101109
19597106,15398649
19597106,10779412
19597106,40094966
19597106,15914915
19597106,16358736
19597106,15189524
19597106,58158888
19597106,114636253
19597106,15578561
19597106,18794066
19597106,31353077
19597106,21405732
19597106,175624200
19597106,18701960
19597106,21341573
19597106,25133745
19597106,20264425
19597106,21123687
19597106,15577830
19597106,24739574
19597106,27403903
19597106,20106479
19597106,74796174
19597106,169032978
19597106,21158690
19597106,12263132
19597106,30072713
19597106,24447643
19597106,154446350
19597106,1699641
19597106,14575292
19597106,28945516
19597106,16068360
19597106,45862504
19597106,15314430
19597106,19585920
19597106,15698746
19597106,14631169
19597106,20101482
19597106,3991341
19597106,14574672
19597106,20108996
19597106,15099871
19597106,42690407
19597106,19360730
19597106,1183041
19597106,15706062
19597106,3971891
19597106,692513
19597106,17787399
19597106,71333777
19597106,18705330
16352313,14575292
16352313,24739574
16352313,5553152
16352313,16358736
16352313,175624200
16352313,21453865
16352313,74796174
16352313,14237677
16352313,23407381
16352313,14631169
16352313,15578561
16352313,19360730
16352313,11991892
16352313,18701960
16352313,15314430
16352313,114636253
16352313,21158690
16352313,20101482
16352313,27403903
16352313,15186890
16352313,17300093
16352313,15577830
16352313,18729482
16352313,127547078
16352313,21505046
16352313,18794888
16352313,1699641
16352313,154446350
16352313,14680498
16352313,58158888
16352313,18794066
16352313,15099871
16352313,25133745
16352313,30072713
16352313,128956175
16352313,21123687
16352313,19585920
16352313,15698746
34956340,18794888
34956340,16405179
34956340,1699641
34956340,20101482
34956340,15314430
34956340,31353077
34956340,58158888
34956340,28743809
34956340,24447643
34956340,114636253
18794888,42690407
18794888,127547078
18794888,20106479
18794888,27403903
18794888,22325597
18794888,14631169
18794888,71333777
18794888,16068360
18794888,15577830
18794888,3991341
18794888,24739574
18794888,15578561
18794888,74796174
18794888,23776156
18794888,154446350
18794888,12263132
18794888,21405732
18794888,19360730
18794888,15314430
18794888,15186890
18794888,17787399
18794888,63010830
18794888,18729482
18794888,17300093
18794888,21123687
18794888,9709902
18794888,16358736
18794888,15099871
18794888,20264425
18794888,15706062
18794888,20108996
18794888,10779412
18794888,31353077
18794888,11991892
18794888,28945516
18794888,103131379
18794888,175624200
18794888,14237677
18794888,28743809
18794888,14103991
18794888,18701960
18794888,23407381
18794888,114636253
18794888,21341573
18794888,18705330
18794888,26441941
18794888,21453865
18794888,30072713
18794888,49101109
18794888,14575292
18794888,15698746
18794888,18794066
18794888,5553152
18794888,40893066
18794888,18625349
18794888,17987196
18794888,15398649
18794888,1699641
18794888,1183041
18794888,58158888
18794888,19585920
18794888,20101482
300916268,23645599
300916268,156749605
300916268,93146357
300916268,9103242
300916268,27577576
300916268,22474764
300916268,14289331
300916268,20495756
300916268,3991341
300916268,28755851
300916268,76707299
300916268,16755150
23645599,21278996
23645599,76774950
23645599,28945516
23645599,175624200
23645599,21158690
23645599,27403903
23645599,18701960
23645599,263352652
23645599,45862504
23645599,114636253
23645599,274766342
23645599,76707299
23645599,18449101
23645599,11991892
23645599,28755851
23645599,18705330
279573338,1699641
279573338,18794066
279573338,20101482
279573338,58158888
279573338,28743809
279573338,14237677
279573338,16358736
279573338,23407381
3991341,15099871
3991341,15577830
3991341,23407381
3991341,15697207
3991341,154446350
3991341,74796174
3991341,170214589
3991341,16388078
3991341,19585920
3991341,28583255
3991341,15914915
3991341,20495756
3991341,76585950
3991341,156749605
3991341,18794066
3991341,27403903
3991341,23310922
3991341,21341573
3991341,10779412
3991341,161237975
3991341,82980545
3991341,326524363
3991341,2895661
3991341,12626522
3991341,53821910
3991341,160870923
3991341,18713314
3991341,114636253
3991341,18449101
3991341,20108996
3991341,15578561
3991341,14431630
3991341,690463
3991341,65505759
3991341,15698746
3991341,3971891
15099871,127547078
15099871,18713759
15099871,15314430
15099871,5553152
15099871,12263132
15099871,18729482
15099871,11625912
15099871,16358736
15099871,19360730
15099871,15578561
15099871,27403903
15099871,154446350
15099871,16068360
15099871,23776156
15099871,20106479
15099871,16129121
15099871,14575292
15099871,2895661
15099871,103131379
15099871,11991892
15099871,21341573
15099871,14631169
15099871,74796174
15099871,114636253
15314430,16358736
15314430,15398649
15314430,28743809
15314430,127547078
15314430,42690407
15314430,18701960
15314430,10779412
15314430,11991892
15314430,114636253
15314430,18729482
15314430,1699641
15314430,5553152
15314430,14631169
15314430,15187067
15314430,23776156
15314430,40893066
15314430,20101482
15314430,21123687
15314430,15186890
18794066,12263132
18794066,25133745
18794066,20106479
18794066,63010830
18794066,14631169
18794066,18729482
18794066,103131379
18794066,24739574
18794066,127547078
18794066,668793
18794066,18701960
18794066,11625912
18794066,14237677
18794066,20264425
18794066,20108996
18794066,22325597
18794066,14103991
18794066,154446350
18794066,19772827
18794066,15187067
18794066,10779412
18794066,71333777
18794066,27403903
18794066,5553152
18794066,114636253
18794066,18705330
18794066,16068360
18794066,17300093
18794066,15578561
18794066,42690407
18794066,19360730
18794066,22897766
18794066,11991892
18794066,40094966
18794066,30072713
18794066,40893066
18729482,15186890
18729482,19585920
18729482,36521667
18729482,12263132
18729482,14237677
18729482,9709902
18729482,21341573
18729482,23407381
18729482,16129121
18729482,15398649
18729482,18705330
18729482,127547078
18729482,103131379
18729482,16068360
18729482,14631169
18729482,114636253
18729482,14680498
18729482,10779412
18729482,21405732
18729482,71333777
18729482,30072713
18729482,18625349
18729482,1183041
18729482,15706062
18729482,15189524
18729482,20106479
18729482,15187067
18729482,21453865
18729482,21123687
18729482,668793
18729482,20101482
18729482,23776156
18729482,24739574
18729482,19360730
18729482,1699641
18729482,16358736
18729482,14575292
18729482,40094966
18729482,27403903
18729482,17987196
18729482,17300093
18729482,25133745
18729482,15698746
18729482,74796174
18729482,175624200
18729482,28945516
18729482,18701960
18729482,49101109
18729482,20516554
18729482,15577830
18729482,11991892
18729482,154446350
18729482,5553152
18729482,53821910
18729482,20264425
18729482,26441941
18729482,17787399
18729482,31353077
15186890,20101482
15186890,14631169
15186890,27403903
15186890,11625912
15186890,10779412
15186890,154446350
15186890,18705330
15186890,40893066
15186890,15578561
15186890,15187067
15186890,20264425
15186890,5553152
15186890,114636253
15186890,15398649
15186890,16358736
15186890,15698746
15186890,42690407
15186890,16068360
15186890,11991892
28755851,93146357
28755851,27577576
28755851,21158690
28755851,155921575
28755851,22474764
28755851,16755150
28755851,20495756
28755851,21278996
28755851,18713314
28755851,45862504
28755851,343918825
28755851,175624200
28755851,9103242
28755851,14289331
28755851,19697415
93146357,22474764
93146357,31353077
93146357,20495756
93146357,9103242
93146357,27577576
93146357,21158690
93146357,16755150
93146357,18713314
156749605,15578561
156749605,21278996
156749605,21341573
156749605,22474764
156749605,15698746
156749605,15914915
156749605,161237975
156749605,21339114
31353077,24739574
31353077,24636449
31353077,42706449
31353077,22897766
31353077,14103991
31353077,27577576
31353077,14574672
31353077,11625912
31353077,161237975
31353077,12263132
31353077,351731728
31353077,5553152
31353077,20701825
31353077,24447643
31353077,20106479
31353077,16755150
31353077,20264425
31353077,18701960
31353077,18705330
31353077,22325597
31353077,65505759
31353077,17300093
31353077,18499738
31353077,18625349
31353077,15578561
31353077,10779412
31353077,2086511
31353077,71333777
31353077,128956175
31353077,18449101
31353077,1183041
31353077,18713314
31353077,14289331
31353077,15187067
31353077,17787399
31353077,11991892
31353077,28945516
31353077,692513
103131379,21341573
103131379,1699641
103131379,114636253
103131379,27403903
103131379,18701960
103131379,14237677
103131379,14631169
103131379,21123687
103131379,23776156
103131379,20106479
103131379,18705330
103131379,19585920
103131379,15398649
103131379,20101482
103131379,53821910
103131379,23493152
103131379,15698746
103131379,14575292
103131379,15578561
103131379,19360730
103131379,16358736
103131379,65505759
103131379,49101109
103131379,14680498
103131379,15189524
74796174,71333777
74796174,21341573
74796174,20108996
74796174,15698746
74796174,15706062
74796174,14575292
74796174,58158888
74796174,14631169
74796174,15578561
74796174,27403903
74796174,21123687
74796174,20101482
74796174,5553152
74796174,17013763
74796174,22325597
74796174,15577830
74796174,127547078
74796174,14574672
74796174,16358736
74796174,23407381
74796174,23776156
74796174,12263132
74796174,19360730
74796174,11991892
74796174,18713759
74796174,19585920
74796174,65505759
74796174,10779412
74796174,25133745
74796174,114636253
15578561,20108996
15578561,14574672
15578561,14237677
15578561,154446350
15578561,63010830
15578561,16358736
15578561,114636253
15578561,65505759
15578561,15398649
15578561,49101109
15578561,12263132
15578561,27577576
15578561,23776156
15578561,161237975
15578561,20101482
15578561,15697207
15578561,18625349
15578561,15914915
15578561,16388078
15578561,15577830
15578561,15706062
15578561,24739574
15578561,2895661
15578561,21453865
15578561,160870923
15578561,30072713
15578561,14575292
15578561,21341573
15578561,28945516
15578561,18705330
15578561,19585920
15578561,24636449
15578561,21123687
15578561,40893066
15578561,170214589
15578561,14103991
15578561,21278996
15578561,690463
15578561,20495756
15578561,23493152
15578561,21339114
15578561,14680498
15578561,18701960
15578561,19360730
15578561,11991892
15578561,326524363
15578561,18449101
15578561,2086511
15578561,17300093
15578561,11625912
15578561,23407381
15578561,20264425
15578561,5553152
15578561,9103242
15578561,127547078
15578561,28583255
15578561,3971891
15578561,14431630
15578561,15187067
15578561,82980545
15578561,42706449
15578561,668793
15578561,27403903
15578561,15698746
15578561,14631169
15578561,20106479
15578561,10779412
15578561,42690407
15578561,1699641
12263132,65505759
12263132,127547078
12263132,20101482
12263132,11991892
12263132,20106479
12263132,30072713
12263132,5553152
12263132,18705330
12263132,17987196
12263132,17300093
12263132,16358736
12263132,14575292
12263132,18713759
12263132,19360730
12263132,17013763
12263132,15189524
12263132,19585920
12263132,2086511
12263132,1183041
12263132,15398649
12263132,20108996
12263132,1699641
12263132,14574672
12263132,15706062
12263132,114636253
12263132,175624200
12263132,10779412
12263132,14237677
12263132,42690407
16388078,15698746
16388078,21341573
16388078,15914915
16388078,3971891
16388078,2895661
16388078,14431630
20108996,45862504
20108996,175624200
20108996,18701960
