u,v
24502450,22373497
24502450,40039442
24502450,17208738
24502450,27930140
24502450,16229735
17471459,40039442
17471459,26098254
17471459,28301551
17471459,24341373
17471459,112915037
17471459,62581962
17471459,18086117
17471459,16323833
17471459,17344075
17471459,36695656
17471459,89018574
17471459,177345928
17471459,139848744
17471459,17471554
17471459,17470801
17471459,20984259
17471459,27930140
17471459,23218693
17471459,182033179
17471459,22373497
17471459,105251590
17471459,22403724
17471459,44527648
17471459,17662117
17471459,27711339
17471459,46248315
17471459,86608231
33350096,52135300
33350096,5402612
33350096,43302753
33350096,177345928
33350096,112915037
33350096,71091067
33350096,31526993
33350096,100684909
33350096,48401464
33350096,182033179
33350096,25180501
33350096,33496261
33350096,20067778
33350096,19982092
33350096,299932350
33350096,19583545
33350096,89366493
33350096,19394186
33350096,238475531
33350096,43949085
33350096,172887151
33350096,20155652
33350096,89556802
33350096,139791861
33350096,185344587
33350096,15290441
33350096,211287423
33350096,40306315
33350096,353824303
33350096,97690357
33350096,168767461
33350096,141664648
33350096,110975630
33350096,62581962
33350096,15439395
33350096,44874400
33350096,28301551
33350096,170002596
33350096,24529777
33350096,26098254
33350096,89014429
33350096,141183218
33350096,73571504
33350096,14874125
33350096,17020962
33350096,173885254
33350096,214153705
33350096,18980276
33350096,17753033
33350096,74812615
33350096,46248315
33350096,106823281
33350096,44527648
33350096,19111767
33350096,29599482
33350096,105251590
33350096,44057041
33350096,139848744
52135300,73571504
52135300,28301551
52135300,106823281
52135300,89014429
52135300,177345928
52135300,24529777
52135300,50002463
52135300,97690357
52135300,48401464
52135300,172887151
52135300,160817572
52135300,19332267
52135300,44527648
52135300,123048985
52135300,14306161
52135300,182033179
52135300,1526641
52135300,33175115
52135300,43949085
52135300,299932350
52135300,112915037
52135300,71091067
52135300,15290441
52135300,63228090
52135300,46248315
52135300,39974930
52135300,141664648
52135300,168767461
52135300,62581962
52135300,51347326
141664648,97690357
141664648,105251590
141664648,168767461
141664648,89556802
141664648,139848744
141664648,97768878
141664648,28301551
141664648,71091067
141664648,515722353
141664648,89014429
141664648,41596377
141664648,44527648
141664648,182033179
141664648,33175115
141664648,50002463
141664648,172887151
141664648,39974930
141664648,14306161
141664648,177345928
141664648,73571504
141664648,1526641
141664648,19332267
141664648,106823281
141664648,214065051
141664648,105368263
141664648,51347326
141664648,299932350
141664648,171005817
141664648,20984259
141664648,123048985
141664648,102349515
141664648,112915037
141664648,37315015
97690357,43949085
97690357,89556802
97690357,105251590
97690357,28301551
97690357,168767461
97690357,139848744
97690357,73571504
97690357,36695656
97690357,137524817
97690357,39974930
97690357,44527648
97690357,20984259
97690357,177345928
97690357,15290441
97690357,106823281
97690357,112915037
97690357,43302753
97690357,172887151
97690357,515722353
97690357,97768878
97690357,182033179
97690357,71091067
97690357,14306161
97690357,50002463
97690357,170002596
97690357,24529777
97690357,123048985
97690357,63228090
97690357,1526641
97690357,173885254
97690357,214065051
97690357,89014429
97690357,299932350
46248315,15253147
46248315,24234523
46248315,52087269
46248315,17471554
46248315,1526641
46248315,69772425
46248315,93923056
46248315,84125491
46248315,71091067
46248315,24529777
46248315,177345928
46248315,112915037
46248315,44101412
46248315,89018574
46248315,24447643
46248315,41596377
46248315,15290441
46248315,20067778
46248315,17662117
46248315,9335002
46248315,18086117
46248315,20155652
46248315,27012213
46248315,20823773
46248315,24341373
46248315,171005817
46248315,14306161
46248315,44527648
46248315,47090533
46248315,211287423
46248315,20908620
46248315,182033179
46248315,40306315
46248315,143586143
46248315,51347326
46248315,18980276
46248315,17753033
46248315,29599482
46248315,38259087
46248315,74812615
46248315,26869743
46248315,25489250
46248315,27711339
46248315,32813335
46248315,48401464
46248315,14874125
46248315,51889494
46248315,33175115
46248315,27930140
46248315,170002596
46248315,17208738
46248315,93479142
46248315,38055617
46248315,15439395
46248315,168767461
46248315,25180501
46248315,22548403
46248315,14230524
46248315,28301551
46248315,26098254
46248315,43302753
46248315,44874400
46248315,62581962
46248315,20997349
46248315,27281445
46248315,95465386
46248315,94340379
46248315,23218693
46248315,173885254
46248315,22403724
46248315,18713254
46248315,255208221
46248315,27708496
46248315,123048985
46248315,63228090
46248315,73571504
46248315,106823281
46248315,44057041
15253147,23379162
15253147,20054249
15253147,21089219
15253147,17753033
15253147,19982092
15253147,41596377
15253147,20253656
15253147,19332267
15253147,62581962
15253147,95465386
15253147,47602298
15253147,15820664
15253147,39974930
15253147,20010173
15253147,44101412
15253147,22373497
15253147,15439395
15253147,17020962
15253147,47090533
15253147,17208738
15253147,160926944
15253147,126596564
15253147,20067778
15253147,102349515
15253147,17336417
15253147,9335002
15253147,22548403
15253147,17284200
15253147,93923056
15253147,22086481
15253147,255208221
15253147,444000685
15253147,24447643
113126125,160926944
113126125,14306161
113126125,21447363
113126125,19970709
113126125,12152402
113126125,20508222
113126125,15820664
113126125,19702854
113126125,20054249
113126125,17336417
113126125,19982092
113126125,95465386
113126125,17208738
113126125,44101412
113126125,24447643
113126125,17020962
113126125,15439395
113126125,46345843
113126125,19111767
160926944,20984259
160926944,206421406
160926944,17208738
160926944,15820664
160926944,47602298
160926944,17753033
160926944,33496261
160926944,19982092
160926944,214065051
160926944,19394186
160926944,20253656
160926944,19332267
160926944,20508222
160926944,126596564
160926944,37315015
160926944,19705865
160926944,19111767
160926944,21089219
160926944,36695656
160926944,44874400
160926944,20054249
160926944,48401464
160926944,110975630
160926944,15439395
160926944,9335002
160926944,167508096
160926944,44101412
160926944,287202982
160926944,48035712
414527943,14230524
414527943,27778893
14230524,60865434
14230524,33175115
14230524,206421406
14230524,9335002
14230524,31526993
14230524,167508096
14230524,64544431
14230524,326386591
14230524,17284200
14230524,89014429
14230524,178925575
14230524,20010173
14230524,29871826
14230524,58233603
14230524,102349515
14230524,15290441
14230524,110975630
14230524,17208738
14230524,12152402
14230524,20067778
14230524,20984259
14230524,17662117
14230524,22373497
14230524,48035712
14230524,47602298
14230524,93923056
14230524,370461346
14230524,20565284
14230524,15820664
14230524,126596564
14230524,15439395
14230524,63228090
14230524,21447363
14230524,36695656
14230524,139791861
1526641,139848744
1526641,14306161
1526641,172887151
1526641,43302753
1526641,44527648
1526641,15439395
1526641,24529777
1526641,20984259
1526641,177345928
1526641,486061584
1526641,123048985
1526641,63228090
1526641,170002596
1526641,39974930
1526641,41596377
139848744,36695656
139848744,41596377
139848744,48401464
139848744,63228090
139848744,20984259
139848744,44527648
139848744,112915037
139848744,19332267
139848744,89014429
139848744,28301551
139848744,168767461
139848744,14306161
139848744,106823281
139848744,33175115
139848744,299932350
139848744,172887151
139848744,214065051
139848744,89556802
139848744,50002463
139848744,51347326
139848744,123048985
139848744,39974930
20155652,25180501
20155652,44101412
20155652,84125491
20155652,18713254
20155652,211287423
20155652,52344859
20155652,206421406
20155652,19394186
20155652,9335002
20155652,20067778
20155652,15439395
20155652,17020962
20155652,51889494
20155652,19111767
20155652,48401464
20155652,17336417
20155652,40306315
20155652,24447643
20155652,155876965
20155652,17753033
20155652,24234523
20155652,47090533
20155652,171005817
20155652,18897091
20155652,110975630
20155652,31526993
20155652,23379162
20155652,27012213
20155652,5402612
20155652,22548403
20155652,26003792
20155652,20253656
20155652,19994634
20155652,22373497
20155652,15820664
20155652,17208738
20155652,44874400
20155652,74812615
25180501,32813335
25180501,29599482
25180501,26003792
25180501,40306315
25180501,15439395
25180501,17753033
25180501,84125491
25180501,17020962
25180501,24447643
25180501,20067778
25180501,19394186
20984259,22403724
20984259,17662117
20984259,17471554
20984259,44057041
20984259,100684909
20984259,112915037
20984259,63228090
20984259,17753033
20984259,36695656
20984259,255208221
20984259,18897091
20984259,177345928
20984259,143586143
20984259,299932350
20984259,19394186
20984259,25572420
20984259,24529777
20984259,24234523
20984259,173885254
20984259,210916584
20984259,562709391
20984259,137524817
20984259,33732317
20984259,123048985
20984259,27711339
20984259,24447643
20984259,22548403
20984259,160817572
20984259,170002596
20984259,105251590
20984259,106823281
20984259,41596377
20984259,141183218
20984259,39974930
20984259,44527648
20984259,139791861
20984259,21447363
20984259,18086117
20984259,38667163
20984259,238475531
20984259,27930140
20984259,353824303
20984259,168767461
20984259,14874125
20984259,73571504
20984259,51889494
20984259,89366493
20984259,52331035
20984259,43302753
20984259,19114743
20984259,69772425
20984259,182033179
20984259,44874400
20984259,89014429
20984259,15290441
20984259,31526993
20984259,17470801
20984259,89556802
20984259,20908620
20984259,25489250
20984259,71091067
20984259,28301551
20984259,171005817
20984259,76997832
22403724,143586143
22403724,19994634
22403724,20253656
22403724,40039442
22403724,44057041
22403724,27930140
22403724,18086117
22403724,20997349
22403724,36695656
22403724,17284200
22403724,74812615
22403724,22373497
22403724,51889494
22403724,16437488
44527648,173885254
44527648,19114743
44527648,177345928
44527648,112915037
44527648,50002463
44527648,89014429
44527648,255208221
44527648,43302753
44527648,70842829
44527648,94340379
44527648,170002596
44527648,172887151
44527648,15290441
44527648,73571504
44527648,139791861
44527648,39974930
44527648,19332267
44527648,43949085
44527648,123048985
44527648,14306161
44527648,28301551
44527648,23218693
44527648,71091067
44527648,299932350
44527648,110347890
44527648,36695656
44527648,238475531
44527648,37315015
44527648,44057041
44527648,106823281
44527648,105368263
44527648,214065051
44527648,63228090
44527648,47090533
44527648,89556802
44527648,48401464
44527648,38667163
44527648,182033179
44527648,97768878
44527648,51889494
44527648,89366493
44527648,168767461
44527648,24529777
44527648,105251590
44527648,74812615
44527648,562709391
44527648,52331035
173885254,58233603
173885254,105368263
173885254,18897091
173885254,22373497
173885254,17020962
173885254,51889494
173885254,211287423
173885254,143586143
173885254,100684909
173885254,112915037
173885254,15439395
173885254,40306315
173885254,36695656
173885254,17284200
173885254,177345928
173885254,70842829
173885254,48401464
173885254,160817572
173885254,14247723
173885254,168767461
173885254,238475531
173885254,171005817
24234523,22373497
24234523,18980276
24234523,19111767
24234523,18713254
24234523,18713314
24234523,17753033
24234523,15439395
24234523,20067778
24234523,5402612
24234523,52087269
24234523,25489250
24234523,17020962
299932350,112915037
299932350,105251590
299932350,33175115
299932350,15290441
299932350,515722353
299932350,71091067
299932350,170002596
299932350,106823281
299932350,19332267
299932350,182033179
299932350,172887151
299932350,39974930
299932350,73571504
299932350,50002463
299932350,168767461
299932350,28301551
299932350,41596377
299932350,24529777
299932350,137524817
299932350,89014429
299932350,89556802
299932350,177345928
299932350,14306161
299932350,48401464
299932350,43949085
112915037,105251590
112915037,63228090
112915037,89014429
112915037,15290441
112915037,73571504
112915037,94340379
112915037,206421406
112915037,89556802
112915037,14306161
112915037,28301551
112915037,123048985
112915037,39974930
112915037,168767461
112915037,106823281
112915037,43949085
112915037,24529777
112915037,177345928
112915037,50002463
112915037,19332267
112915037,172887151
112915037,110347890
112915037,41596377
112915037,170002596
112915037,33175115
112915037,353824303
112915037,214065051
112915037,37315015
48035712,183387449
48035712,19982092
48035712,283133921
48035712,19583545
48035712,16824146
48035712,46345843
48035712,214153705
48035712,287202982
48035712,185344587
48035712,44101412
48035712,420318016
48035712,236980532
48035712,213745334
48035712,21447363
48035712,225418717
48035712,60865434
48035712,211237817
48035712,20508222
48035712,21089219
48035712,25489250
48035712,27778893
183387449,185344587
183387449,16824146
183387449,19583545
183387449,236980532
183387449,17210050
183387449,223165982
183387449,60865434
183387449,287202982
183387449,19332267
183387449,37315015
183387449,33496261
183387449,206421406
183387449,344634424
183387449,420318016
183387449,179173379
183387449,214153705
183387449,27708496
20254114,21447363
20254114,20253656
20254114,19705865
20254114,19994634
20254114,19394186
20254114,16437488
20254114,17284200
20254114,20565284
21447363,20010173
21447363,17753033
21447363,27012213
21447363,126596564
21447363,14306161
21447363,9335002
21447363,19982092
21447363,17208738
21447363,213319874
21447363,26003792
21447363,15820664
21447363,167508096
21447363,70842829
21447363,19994634
21447363,19332267
21447363,89014429
21447363,47602298
21447363,16437488
21447363,20253656
21447363,17284200
21447363,39133880
21447363,102349515
21447363,22373497
21447363,27930140
21447363,27778893
21447363,110975630
21447363,16323833
21447363,37315015
21447363,206421406
21447363,20565284
21447363,33175115
21447363,341258707
60865434,33496261
60865434,17208738
60865434,344634424
60865434,206421406
60865434,214065051
60865434,16824146
60865434,185344587
185344587,213319874
185344587,226923198
185344587,225418717
185344587,287202982
185344587,236980532
185344587,206421406
185344587,19583545
185344587,213745334
185344587,93923056
185344587,420318016
185344587,19332267
185344587,179173379
185344587,211237817
185344587,17210050
185344587,5402612
185344587,283133921
185344587,214153705
185344587,37315015
185344587,16824146
185344587,33496261
143586143,44057041
143586143,255208221
143586143,171005817
143586143,177345928
143586143,36695656
143586143,100684909
143586143,63228090
143586143,38667163
143586143,52331035
143586143,14306161
143586143,15290441
143586143,89366493
143586143,39974930
143586143,123048985
44057041,52331035
44057041,36695656
44057041,39974930
44057041,123048985
44057041,41596377
44057041,47090533
44057041,51889494
44057041,562709391
44057041,255208221
44057041,38667163
44057041,14306161
44057041,172887151
44057041,63228090
44057041,171005817
17662117,20823773
17662117,24341373
17662117,17344075
17662117,23911410
17662117,22373497
17662117,27711339
17662117,86608231
17662117,17470801
17662117,171005817
17662117,41596377
17662117,14583400
63228090,27778893
63228090,15820664
63228090,177345928
63228090,39974930
63228090,170002596
63228090,38667163
63228090,36695656
63228090,238475531
63228090,172887151
63228090,39133880
63228090,20508222
63228090,89366493
63228090,139791861
63228090,14874125
63228090,24447643
63228090,85750927
63228090,182033179
63228090,137524817
63228090,22548403
63228090,73571504
63228090,123048985
63228090,24529777
63228090,255208221
63228090,15290441
63228090,71091067
63228090,41596377
63228090,22086481
63228090,58233603
63228090,27711339
63228090,76997832
63228090,18713254
63228090,38259087
63228090,89014429
63228090,89556802
63228090,23911410
63228090,21089219
63228090,19114743
63228090,33732317
63228090,168767461
63228090,26098254
63228090,171005817
27778893,40039442
27778893,58528137
27778893,22548403
27778893,62581962
27778893,126596564
27778893,27930140
27778893,102349515
27778893,89366493
27778893,9335002
27778893,238475531
27778893,39133880
27778893,271310204
27778893,22373497
27778893,17208738
27778893,15820664
39974930,19114743
39974930,89014429
39974930,14306161
39974930,20508222
39974930,386654472
39974930,41596377
39974930,170002596
39974930,43949085
39974930,24529777
39974930,168767461
39974930,515722353
39974930,26098254
39974930,71091067
39974930,17020962
39974930,20067778
39974930,28301551
39974930,172887151
39974930,89366493
39974930,52087269
39974930,43302753
39974930,105251590
39974930,44874400
39974930,73571504
39974930,177345928
39974930,106823281
39974930,15439395
39974930,15290441
39974930,182033179
39974930,137524817
39974930,40306315
39974930,255208221
39974930,238475531
39974930,89556802
39974930,36695656
19114743,211287423
19114743,70842829
19114743,36695656
19114743,141183218
19114743,171005817
20997349,17284200
20997349,19705865
20997349,19494097
20997349,38667163
20997349,18086117
20997349,141183218
17284200,16437488
17284200,14306161
17284200,52087269
17284200,95465386
17284200,9335002
17284200,15820664
17284200,22086481
17284200,19583545
17284200,20010173
17284200,19494287
17284200,17753033
17284200,23379162
17284200,19394186
17284200,5402612
17284200,19705865
17284200,19494097
17284200,20253656
17284200,237670274
17284200,18713254
17284200,160817572
17284200,18713314
17284200,170002596
17284200,18980276
17284200,15439395
17284200,19982092
17284200,17208738
17284200,155876965
17284200,18897091
17284200,29871826
17284200,19994634
17284200,52344859
17020962,15820664
17020962,19394186
17020962,19702854
17020962,178925575
17020962,20067778
17020962,15439395
17020962,19982092
17020962,44874400
17020962,17753033
17020962,86608231
17020962,20010173
17020962,40306315
17020962,444000685
17020962,19994634
17020962,76997832
17020962,24447643
17020962,44101412
17020962,26003792
17020962,102349515
17020962,170002596
17020962,22548403
17020962,95465386
17020962,17336417
17020962,93923056
17020962,213319874
17020962,23379162
17020962,110975630
17020962,17208738
17020962,84125491
17020962,18980276
17020962,20054249
17020962,9335002
17020962,46345843
17020962,20253656
17020962,47602298
17020962,27012213
17020962,19332267
17020962,271310204
20823773,27711339
20823773,86608231
20823773,24341373
20823773,22373497
20823773,23911410
20823773,102349515
20823773,171005817
20823773,93923056
84125491,19394186
84125491,15820664
84125491,93923056
84125491,17753033
84125491,26003792
84125491,46345843
84125491,44101412
84125491,44874400
84125491,18980276
84125491,15439395
84125491,19111767
84125491,48401464
84125491,25489250
84125491,20067778
84125491,52087269
84125491,62581962
19394186,17753033
19394186,19494097
19394186,18713314
19394186,19583545
19394186,9335002
19394186,23379162
19394186,44101412
19394186,44874400
19394186,16437488
19394186,18980276
19394186,18713254
19394186,20067778
19394186,213319874
19394186,25489250
19394186,102349515
19394186,26003792
19394186,52331035
19394186,15439395
19394186,51889494
19394186,20054249
19394186,15820664
19394186,17208738
19394186,52087269
19394186,17210050
19394186,19994634
19394186,19332267
19394186,20253656
19394186,155876965
19394186,5402612
51889494,18086117
51889494,19982092
51889494,36695656
51889494,27708496
51889494,20067778
51889494,386654472
51889494,26869743
51889494,52331035
51889494,20908620
51889494,17336417
51889494,27012213
51889494,22086481
51889494,27281445
51889494,25489250
51889494,20508222
18086117,27012213
18086117,17344075
18086117,18897091
18086117,177345928
18086117,12116282
18086117,27708496
18086117,141183218
18086117,17471554
18086117,36695656
18086117,14874125
287202982,19982092
287202982,236980532
287202982,19583545
287202982,225418717
287202982,206421406
287202982,179173379
287202982,211237817
287202982,213745334
287202982,420318016
287202982,214153705
287202982,46345843
287202982,37315015
287202982,16824146
287202982,17210050
287202982,93923056
287202982,33496261
287202982,19332267
19982092,22548403
19982092,95465386
19982092,12152402
19982092,19702854
19982092,17336417
19982092,20010173
19982092,27012213
19982092,19970709
19982092,255208221
19982092,24447643
19982092,102349515
19982092,22086481
19982092,44101412
19982092,386654472
19982092,20054249
19982092,17753033
19982092,9335002
19982092,15439395
19982092,110975630
19982092,17208738
19982092,14306161
19982092,46345843
19982092,206421406
19982092,18713254
19982092,20508222
19982092,15820664
19982092,19332267
19982092,37315015
19982092,29871826
14306161,41596377
14306161,95465386
14306161,386654472
14306161,21089219
14306161,255208221
14306161,17336417
14306161,15820664
14306161,15290441
14306161,89014429
14306161,106823281
14306161,19702854
14306161,28301551
14306161,12152402
14306161,172887151
14306161,486061584
14306161,19970709
14306161,177345928
14306161,76997832
14306161,515722353
14306161,170002596
14306161,89556802
14306161,46345843
14306161,94340379
14306161,182033179
14306161,17208738
14306161,20508222
23379162,25489250
23379162,19705865
23379162,19494097
23379162,155876965
23379162,19494287
23379162,15439395
23379162,18980276
23379162,20253656
23379162,62581962
15820664,20010173
15820664,15439395
15820664,20565284
15820664,17208738
15820664,12152402
15820664,44101412
15820664,20067778
15820664,22548403
15820664,20508222
15820664,26003792
15820664,19111767
15820664,17753033
15820664,19970709
15820664,44874400
15820664,19332267
15820664,25489250
15820664,62581962
15820664,5402612
15820664,22086481
15820664,47602298
15820664,18980276
15820664,237670274
15820664,17336417
15820664,214153705
15820664,9335002
15820664,178925575
15820664,46345843
15820664,95465386
15820664,24447643
15820664,20054249
15820664,18713254
15820664,21089219
15820664,19702854
15820664,18713314
15820664,386654472
110975630,18713314
110975630,20508222
110975630,88930844
110975630,46345843
110975630,17753033
110975630,24447643
110975630,52344859
110975630,5402612
110975630,95465386
110975630,100684909
110975630,89366493
110975630,18713254
110975630,89018574
110975630,20010173
110975630,17336417
110975630,15439395
110975630,14583400
110975630,19111767
110975630,20565284
110975630,44874400
110975630,26098254
110975630,89503894
110975630,14874125
110975630,21089219
18713314,37315015
18713314,18713254
18713314,17753033
18713314,20067778
18713314,15439395
18713314,17336417
18713314,19111767
18713314,22373497
18713314,18897091
18713314,19994634
18713314,17208738
18713314,211287423
18713314,17210050
18713314,102349515
37315015,15290441
37315015,213745334
37315015,97768878
37315015,17753033
37315015,15439395
37315015,214153705
37315015,89556802
37315015,33496261
37315015,16824146
37315015,19111767
37315015,18713254
37315015,172887151
37315015,225418717
37315015,25489250
37315015,23911410
37315015,52087269
37315015,236980532
37315015,182033179
37315015,168767461
37315015,179173379
37315015,223165982
37315015,46345843
37315015,19583545
37315015,43302753
15290441,182033179
15290441,137524817
15290441,71091067
15290441,73571504
15290441,50002463
15290441,214065051
15290441,19332267
15290441,89014429
15290441,51347326
15290441,24529777
15290441,43949085
15290441,515722353
15290441,168767461
15290441,28301551
15290441,16824146
15290441,33175115
15290441,89556802
15290441,486061584
15290441,74812615
15290441,106823281
15290441,105251590
15290441,123048985
15290441,36695656
89014429,43949085
89014429,71091067
89014429,41596377
89014429,177345928
89014429,24529777
89014429,170002596
89014429,28301551
89014429,172887151
89014429,36695656
89014429,168767461
89014429,73571504
89014429,182033179
89014429,137524817
89014429,89556802
89014429,105251590
89014429,97768878
89014429,106823281
89014429,33175115
89014429,50002463
89014429,43302753
89014429,48401464
89014429,123048985
89014429,51347326
43949085,71091067
43949085,168767461
43949085,28301551
43949085,123048985
43949085,106823281
43949085,73571504
43949085,24529777
43949085,105251590
43949085,137524817
43949085,19332267
43949085,182033179
43949085,172887151
43949085,50002463
43949085,58528137
43949085,177345928
43949085,43302753
19332267,28301551
19332267,168767461
19332267,44874400
19332267,236980532
19332267,515722353
19332267,170002596
19332267,19111767
19332267,21089219
19332267,177345928
19332267,89556802
19332267,24529777
19332267,19583545
19332267,73571504
19332267,16824146
19332267,172887151
19332267,43302753
19332267,25489250
19332267,106823281
19332267,26003792
19332267,182033179
19332267,226923198
19332267,22086481
19332267,225418717
19332267,283133921
19332267,15439395
19332267,71091067
19332267,44101412
19332267,214153705
19332267,420318016
19332267,17753033
19332267,179173379
19332267,386654472
19332267,20508222
19332267,46345843
19332267,105251590
52331035,20908620
52331035,171005817
52331035,25489250
52331035,27012213
52331035,18980276
52331035,15439395
52331035,36695656
177345928,73571504
177345928,110347890
177345928,172887151
177345928,51347326
177345928,353824303
177345928,24529777
177345928,515722353
177345928,97768878
177345928,89556802
177345928,28301551
177345928,106823281
177345928,50002463
177345928,71091067
177345928,214065051
177345928,486061584
177345928,36695656
177345928,170002596
177345928,33175115
177345928,213319874
177345928,41596377
177345928,48401464
73571504,182033179
73571504,36695656
73571504,28301551
73571504,106823281
73571504,172887151
73571504,50002463
73571504,170002596
73571504,71091067
73571504,123048985
73571504,168767461
73571504,41596377
73571504,110347890
73571504,214065051
182033179,71091067
182033179,28301551
182033179,123048985
182033179,171005817
182033179,214065051
182033179,106823281
182033179,50002463
182033179,105251590
182033179,51347326
182033179,168767461
182033179,24529777
182033179,110347890
182033179,36695656
182033179,41596377
182033179,33175115
182033179,172887151
110347890,62581962
110347890,89556802
110347890,20188422
110347890,18713254
110347890,170002596
110347890,353824303
110347890,24529777
110347890,168767461
110347890,137524817
110347890,28301551
110347890,105251590
110347890,23218693
110347890,89366493
62581962,39133880
62581962,171005817
62581962,44101412
62581962,15439395
62581962,17208738
62581962,29871826
62581962,20054249
62581962,41596377
62581962,17344075
62581962,9335002
62581962,71091067
62581962,18980276
62581962,139791861
62581962,18897091
62581962,18713254
62581962,89503894
62581962,20067778
62581962,17471554
62581962,70842829
62581962,14874125
22086481,9335002
22086481,27930140
22086481,20010173
22086481,167508096
22086481,102349515
22086481,126596564
22086481,20054249
22086481,20565284
22086481,17208738
22086481,206421406
22086481,213319874
22086481,47602298
22086481,386654472
9335002,21089219
9335002,44101412
9335002,26003792
9335002,52087269
9335002,17208738
9335002,20508222
9335002,20565284
9335002,15439395
9335002,5402612
9335002,18713254
9335002,17753033
9335002,20010173
9335002,24447643
9335002,25489250
206421406,25489250
206421406,20010173
206421406,223165982
206421406,15439395
206421406,46345843
206421406,52344859
206421406,226923198
206421406,26820380
206421406,420318016
206421406,19583545
206421406,225418717
206421406,12152402
206421406,283133921
206421406,17753033
206421406,211237817
206421406,21089219
206421406,213745334
206421406,26003792
206421406,33496261
206421406,16824146
206421406,214153705
206421406,31526993
